Sentence #,Word,POS,Tag
21672,tóc,N,O
21672,xấu,A,O
21673,dạo,V,O
21673,samsung,N,B-OBJ
21673,dở_mess,N,O
21673,bắt,V,O
21673,mess,N,O
21673,đọc,V,O
21673,tn,N,O
21673,tn,V,O
21673,delay,N,O
21673,liên_tục,V,O
21673,tn,N,O
21673,đọc,V,O
21673,báo,N,O
21673,tín_nhắn,V,O
21673,thất_vọng,N,O
21673,trải_nghiệm,V,O
21673,samsung,N,B-OBJ
21673,hiện,N,O
21674,ram,N,B-OBJ
21674,vứt,V,O
21674,thua,A,B-ADJ
21674,máy,N,O
21674,trung,M,B-OBJ
21675,noi,V,O
21675,nhiểu,N,O
21675,hạt,N,O
21675,rỏ,N,O
21675,tết,N,O
21676,sướng,A,O
21676,mượt,A,B-ADJ
21676,bàn,N,O
21677,thời_lượng,N,O
21677,pin,N,B-OBJ
21677,kém,A,O
21677,gửi,V,O
21677,phản_hồi,N,O
21677,samsung,N,B-OBJ
21677,ếu,M,B-OBJ
21678,đánh,V,O
21678,liên_quân,N,O
21678,tụt,V,O
21678,fps,N,O
21678,sml_định,N,B-OBJ
21678,fps,M,B-OBJ
21679,inch,N,O
21679,thoải_mái,N,O
21679,inch,V,O
21679,máy,N,O
21679,kiện,V,O
21679,hiệu_năng,N,B-OBJ
21679,màn,N,B-OBJ
21680,samsung,N,B-OBJ
21680,vòng,N,O
21680,đời,N,O
21681,khả_năng,N,O
21681,rog,N,O
21681,chửi,V,O
21681,chụp_ảnh,N,B-OBJ
21682,đẹp,A,O
21683,giá,N,B-OBJ
21683,tab,M,O
21684,sạc,N,B-OBJ
21684,sạc,N,B-OBJ
21685,tụt,M,O
21686,ham,V,O
21686,máy,N,O
21686,máy,N,O
21686,tay,N,O
21687,loa,N,B-OBJ
21687,cân,V,O
21687,pixel,N,O
21687,ổn,A,B-ADJ
21687,mặt,N,O
21687,trải_nghiệm,N,B-OBJ
21687,tổng_thể,M,B-OBJ
21688,ngon,A,O
21688,pin,N,B-OBJ
21688,yếu,A,O
21689,quất,M,O
21690,ngán,V,O
21690,tay,N,O
21690,nhanh,A,B-ADJ
21690,chụp,N,B-OBJ
21690,đẹp,A,O
21690,tốt,A,O
21691,hôm,N,O
21692,phân_dụng,N,O
21692,gọn_dụng,N,O
21692,chụp,N,B-OBJ
21692,giàn,N,O
21692,tren,N,B-OBJ
21692,giảng_đường,M,B-OBJ
21693,doanh_rớt,N,O
21693,doanh_ping,V,O
21693,ysl,N,O
21693,sm,N,B-OBJ
21693,sạc,N,B-OBJ
21694,samsung,N,B-OBJ
21695,tết,N,O
21695,máy,N,O
21695,cũ,A,O
21696,quen,V,O
21696,mini,N,O
21696,điện_thoại,N,B-OBJ
21696,màn,N,B-OBJ
21697,điện_thoại,N,B-OBJ
21697,thiết_kế_dụng,N,O
21697,tuyệt_vời,M,O
21698,canh,N,O
21698,ngon,A,O
21699,hợp_lý,N,O
21699,công_ngon,V,O
21699,khả_năng,N,O
21699,giải_trí,V,O
21699,phim,N,O
21699,youtube,N,B-ORG
21699,sướng,A,O
21699,màn,N,B-OBJ
21700,sợ,V,O
21700,màn,N,B-OBJ
21700,thuong_hiệu,V,O
21700,màn,N,B-OBJ
21700,xanh,A,O
21701,xiaomi,M,O
21702,mobilecity,R,O
21702,trăm,M,O
21703,bây,V,O
21703,máy,N,O
21703,gọn,A,O
21703,tiện_dụng,V,O
21703,cũg,N,O
21703,thoải_mái,M,B-OBJ
21704,dụng,N,O
21704,iphone,N,B-OBJ
21704,mini,N,O
21704,thiệt_thiệt,M,B-OBJ
21705,sài,M,O
21706,hãng,N,B-OBJ
21707,dụng_tốc,N,O
21707,chiến_pubg,N,O
21707,tụt,V,O
21707,fps,N,O
21707,dã_man,V,O
21707,wifi,N,O
21707,phòng,N,O
21707,hòa,M,O
21707,tệ,Nu,O
21708,điện_thoại,N,B-OBJ
21708,màn_hình,N,B-OBJ
21708,inch,M,O
21709,mini,M,O
21710,kết,V,O
21711,màn,N,B-OBJ
21712,ultr,M,O
21713,vẻ,N,O
21713,cập_nhật ưu_ul,A,O
21713,hồi,N,O
21713,cập_nhật,N,O
21713,đánh,V,O
21713,tụt,V,O
21713,fps,N,O
21713,cập_nhật,N,O
21713,vá,V,O
21713,đánh_tốc,N,O
21713,chiến_tụt,V,O
21713,rõ,A,O
21714,iphone,N,B-OBJ
21714,máy,N,O
21714,chụp_ảnh,N,B-OBJ
21714,đẹp,A,O
21714,pin,N,B-OBJ
21714,trâu,N,O
21714,lướt_web,V,O
21714,chue,N,O
21714,yếu,A,O
21715,điện_thoại,N,B-OBJ
21715,điện_thoại,N,B-OBJ
21716,bao,N,O
21716,samsung,N,B-OBJ
21716,màn,N,B-OBJ
21716,phẳng,M,B-OBJ
21717,doanh,N,O
21717,chạy,V,O
21717,quảng_cáo,M,O
21718,pin,N,B-OBJ
21719,điện_thoại,N,B-OBJ
21719,gọn,A,O
21719,màn_hình,N,B-OBJ
21719,hây,N,O
21719,dọc,A,O
21719,lg,M,O
21720,cân_đối,M,O
21721,kích_thước,N,B-OBJ
21721,đẹp,A,O
21721,bây_inch,N,O
21721,đúc,V,O
21721,túi,N,O
21721,gọn_gàng,M,B-OBJ
21722,đợi,V,O
21722,giá,N,B-OBJ
21722,gameming,N,O
21722,điện_thoại,N,B-OBJ
21723,tay,N,O
21723,cầm,V,O
21723,ngon_lành,M,O
21724,điện_thoại,N,B-OBJ
21724,viền,N,B-OBJ
21724,mỏng,A,O
21724,tẩu_pupg,N,O
21724,chụp,N,B-OBJ
21724,đẹp,A,O
21724,pin,N,B-OBJ
21724,dồi,V,O
21724,trâu,N,O
21724,kinh_khủng,M,B-OBJ
21725,giá,N,B-OBJ
21726,đắt,A,O
21726,iphone,N,B-OBJ
21727,màn_hình,N,B-OBJ
21727,tay,N,O
21727,nhẹ,A,O
21727,dán,V,O
21727,màn,N,B-OBJ
21728,ngon,A,O
21728,màn_hình,N,B-OBJ
21728,tay,N,O
21728,cầm,V,O
21728,tay,N,O
21728,bé,N,O
21728,cân,V,O
21728,yếu_tố_dụng,N,O
21728,tuyệt_vời,N,B-OBJ
21728,ổn_dụng,M,B-OBJ
21729,cấu_hình,N,B-OBJ
21730,nguyên,R,O
21730,tem_mới,N,O
21730,ngon,A,O
21731,ngón,N,O
21731,út,A,O
21731,thẳng,A,O
21732,phân,N,O
21732,iphone,N,B-OBJ
21733,pin,N,B-OBJ
21733,trâu,N,O
21733,liên_tục,V,O
21733,loa,N,B-OBJ
21733,sướng,A,O
21733,màn_hình,N,B-OBJ
21733,nits,N,O
21733,chất_lượng_chip,V,O
21733,tương_tích,N,O
21733,mềm,A,O
21733,ổn_định,N,O
21733,ngon,A,O
21734,điện_thoại,N,B-OBJ
21734,xịn,A,O
21734,iphone,N,B-OBJ
21734,chụp_ảnh,N,B-OBJ
21735,dòng,N,O
21735,phê,V,O
21735,đúng,A,O
21735,chữ,N,O
21736,sim,N,B-OBJ
21736,phát,V,O
21736,wifi,N,O
21736,giới_hạn_dương,V,O
21736,mobi_gói,N,O
21736,vpb,V,O
21736,hạn,N,O
21737,phân,N,O
21737,chốt,M,O
21738,màn,N,B-OBJ
21738,phẳng,M,O
21739,facebook,N,B-ORG
21739,messenger,V,O
21739,youtube,N,B-ORG
21739,pin,N,B-OBJ
21740,đẹp,A,O
21741,thơm,A,O
21741,phức,M,O
21742,pin,N,B-OBJ
21742,iphone,N,B-OBJ
21743,đẹp,A,O
21744,nét,N,O
21744,chụp,N,B-OBJ
21744,khắc_phục,M,O
21745,vơ,N,O
21745,iphone_thị,V,O
21745,na_du_mặt_lưng,N,O
21745,ngon,A,O
21745,tâ,M,O
21746,dụng,N,O
21746,camere,N,O
21746,ngon,A,O
21747,điện_thoại,N,B-OBJ
21747,bé_dụng,M,O
21748,ngon,A,O
21749,review,N,O
21749,pin,N,B-OBJ
21749,trâu,N,O
21749,pin,N,B-OBJ
21749,đánh,V,O
21749,nóng,A,O
21749,máy,N,O
21749,pin,N,B-OBJ
21749,ảo,N,O
21749,ma,N,O
21750,cầm,V,O
21750,chán,A,B-ADJ
21750,đẹp,A,O
21751,màn,N,B-OBJ
21751,inh,V,O
21751,tràn,V,O
21751,viền,N,B-OBJ
21751,đẹp,A,O
21751,vặn,V,O
21752,pin,N,B-OBJ
21752,samsung_galaxy,N,B-OBJ
21752,samsung_galaxy,N,B-OBJ
21753,comen,N,O
21753,rương,M,O
21754,helo,M,O
21755,chút,L,O
21755,video,N,B-OBJ
21755,zoom,N,O
21755,đụok,N,B-OBJ
21755,nhĩ,M,B-OBJ
21756,dở_huawie,N,O
21756,tổng_hợp,N,O
21756,tuyệt_matepro,M,O
21757,âm_mic,N,O
21757,chói,V,O
21757,chói_tai,N,O
21757,tak,V,O
21757,iphone,N,B-OBJ
21757,iphone,N,B-OBJ
21757,kiểu,N,O
21757,thực_âm,N,O
21757,cảm_giác,V,O
21757,chỉnh_ẩm,N,O
21757,treble,M,B-OBJ
21758,oncreen,M,O
21759,iphone,N,B-OBJ
21759,iphone,N,B-OBJ
21759,mãi,R,O
21759,đỉnh,N,O
21760,reviewer,N,O
21760,đỉnh,N,O
21761,cảm_biến,N,B-OBJ
21761,tay_diện,V,O
21761,khuôn_mặt,N,O
21761,cải_thiện,N,B-OBJ
21761,iphone,N,B-OBJ
21762,lag,M,O
21763,xiaomi,N,O
21763,zoom_chang,N,O
21763,tiêu_cự,V,O
21763,máy,N,O
21764,tuyệt_sánh,N,O
21764,samsung,N,B-OBJ
21764,tuyệt_kết_luận,N,O
21764,đúng,A,O
21765,pen,N,O
21765,viền_thể,V,O
21765,mỏng,N,O
21765,cạnh,N,O
21765,galaxy,N,O
21765,pen,V,O
21765,viền,N,B-OBJ
21765,mỏng,A,O
21766,ngon,A,O
21766,thoii,M,O
21767,góp,V,O
21767,chút,L,O
21767,video,N,B-OBJ
21767,kiện,V,O
21767,camera,N,B-OBJ
21767,samsung,N,B-OBJ
21767,gọi,N,B-OBJ
21767,fps,N,O
21767,động_động,V,O
21767,fps,N,O
21767,đẩy,V,O
21767,video,N,B-OBJ
21767,tính_năng_lí,V,O
21767,chính,T,O
21767,video,N,B-OBJ
21767,giật_thể,M,O
21768,info,N,O
21768,bàn_phím,N,O
21768,rời,V,O
21769,pin,N,B-OBJ
21769,tuyệt_yếu,V,O
21769,tốt,A,O
21769,ghê,M,O
21770,pin,N,B-OBJ
21770,sạc_dụng,N,O
21770,nhỉn,M,O
21771,vi_deo,N,O
21771,lổi,V,O
21771,đoạn,N,O
21771,sánh_âm,N,O
21771,máy_phục,N,O
21771,sơ_sai,M,B-OBJ
21772,iphone,N,B-OBJ
21772,phụ_kiện,N,O
21772,sửa_chữa,M,O
21773,samsung_sung,M,O
21774,đừng,R,O
21774,cư_chí_thọ,V,O
21774,bé,N,O
21774,di_học,V,O
21774,chỗ,N,O
21774,video,N,B-OBJ
21774,legend,M,O
21775,lắp,V,O
21775,ốp,N,B-OBJ
21775,đút_túi,V,O
21775,quần,N,O
21776,chốt,N,O
21776,iphone,N,B-OBJ
21777,mic,N,B-OBJ
21777,rời,V,O
21777,mic,N,B-OBJ
21777,kết_nối,N,B-OBJ
21777,điện_thoại,N,B-OBJ
21777,hậu_động,V,O
21777,ghép,V,O
21777,âm_mic,N,O
21777,rời,V,O
21777,video,N,B-OBJ
21778,khả_năng,N,O
21778,video,N,B-OBJ
21778,tuyệt_iphone,N,O
21778,prom,V,O
21778,video,N,B-OBJ
21778,zoom,V,O
21778,level,N,O
21778,zoom_quang,N,B-OBJ
21778,hữu_ích,M,B-OBJ
21779,chính,T,O
21779,kiểu,N,O
21779,iphone,N,B-OBJ
21779,chê,A,B-ADJ
21780,iphone,N,B-OBJ
21780,trọng,M,O
21781,chống,V,O
21781,rung,V,O
21782,giong,N,O
21782,dieu,V,O
21782,ua,N,O
21782,ben,N,O
21782,tes,N,O
21782,deu,V,O
21782,tốt,A,O
21783,tốc,N,O
21783,frame,N,O
21783,giật,V,O
21784,gian,N,O
21784,rôi,V,O
21784,video,N,B-OBJ
21784,bi_giật,V,O
21784,setting,N,O
21784,tắt,V,O
21784,auto,N,O
21784,fps,M,B-OBJ
21785,pin,N,B-OBJ
21785,vậtvờ,V,O
21785,untra,N,O
21785,iphone,N,B-OBJ
21785,pin,N,B-OBJ
21785,iphone,N,B-OBJ
21785,đỉnh,N,O
21786,video,N,B-OBJ
21786,mắc,V,O
21786,giật,V,O
21786,khung,N,O
21786,hình,N,B-OBJ
21786,set,N,O
21786,frame,V,O
21786,fullhd,N,O
21786,hiển_thị,V,O
21786,rõ_ràng,N,O
21786,video,N,B-OBJ
21786,khựng,V,O
21786,rõ,A,O
21786,bực_iphone,A,O
21786,bao,L,O
21786,dòng,N,O
21786,video,N,B-OBJ
21786,insta,V,O
21786,story,N,O
21786,facebook_mờ,V,O
21786,hợp_tác,N,O
21786,phát_triển,V,O
21786,mềm_thua,N,O
21786,xiaomi,M,B-OBJ
21787,âm,N,B-OBJ
21787,dã_man,M,O
21788,mic,N,B-OBJ
21788,âm_đỉnh,M,O
21789,sài,N,O
21789,nâng,V,O
21789,ultr,M,O
21790,tình_huống,N,O
21790,ngược_biệt,N,O
21790,iphone,N,B-OBJ
21790,rõ,A,O
21790,tiết,N,O
21790,cháy,V,O
21790,samsung,N,B-OBJ
21790,cháy_thể,N,O
21790,kết_luận,V,O
21790,máy,N,O
21790,tốt,A,O
21790,kiểu,N,O
21790,samsung,N,B-OBJ
21790,cháy,V,O
21790,tiết,N,O
21790,iphone,N,B-OBJ
21790,tốt,A,O
21791,đóng,N,B-OBJ
21791,hình,N,B-OBJ
21791,kệ,M,O
21792,tiết,M,O
21793,sản_phẩm,N,B-OBJ
21793,mỹ thực_dụng,V,O
21793,rõ_ràng,N,O
21793,iphone,N,B-OBJ
21793,hàn_đẹp,N,O
21793,galaxy,V,O
21793,ảo_nhật,N,O
21793,chất_lượng,A,B-ADJ
21793,sony,N,O
21793,ngủm,N,O
21793,tính,V,O
21793,sản_phẩm,N,B-OBJ
21794,chừng,N,O
21794,màn_hình,N,B-OBJ
21795,bàn,N,O
21795,phìm,M,O
21796,mong,V,O
21796,video,N,B-OBJ
21796,sánh,FW,O
21796,video,N,B-OBJ
21796,ngon,A,O
21797,tiêu_cự,N,O
21797,giật,V,O
21797,ống_kính,N,B-OBJ
21797,dọc,A,O
21797,iphone_hình,V,O
21797,tam_giác,N,O
21797,chênh_lêch,V,O
21797,ống_kính,N,B-OBJ
21797,iphone,N,B-OBJ
21797,tương_đóng,N,O
21797,ngắn,A,O
21797,thiết_kế,N,B-OBJ
21797,iphone,N,B-OBJ
21797,tinh_tế,A,B-ADJ
21797,tuyệt,A,B-ADJ
21798,chí,N,O
21798,xiaomi,N,O
21798,mic,N,B-OBJ
21798,tốt,A,O
21798,iphone,N,B-OBJ
21799,chu_samsung,N,O
21799,rật,V,O
21799,rật,N,O
21799,khung,N,O
21799,hình_đời,V,O
21799,fps,N,O
21799,mặc,V,O
21799,máy,N,O
21799,mát,A,O
21800,vả,N,O
21800,vỡ,V,O
21800,mồm,N,O
21800,iphone_góp,V,O
21800,iphone,N,B-OBJ
21800,prmax,M,B-OBJ
21801,samsung,N,B-OBJ
21801,bùng_nổ,V,O
21801,ngoại_hình,N,O
21801,chạy_đua,V,O
21801,pr,N,O
21801,tốt_chí,V,O
21801,ngang,A,O
21801,ngửa,A,O
21801,sem,V,O
21801,sem,N,O
21801,iphone,N,B-OBJ
21801,sét,N,O
21801,hiệu_năng,N,B-OBJ
21802,hà_nội,N,O
21802,mưa,V,O
21802,mưa,N,O
21803,samfan,N,O
21803,lun,M,O
21804,bao,N,O
21804,iphone,N,B-OBJ
21804,mặt,N,O
21804,liền,R,O
21805,video,N,B-OBJ
21805,thig_thể,V,O
21805,iphone,N,B-OBJ
21805,hình_ảnh,N,B-OBJ
21805,ngon,A,O
21806,diễn,V,O
21807,samsung,N,B-OBJ
21807,android,V,O
21807,icon,N,O
21807,màn_hình_thể,N,B-OBJ
21807,ios,M,B-OBJ
21808,thiết_kế,N,B-OBJ
21808,màng_hình,N,O
21808,cong,A,O
21808,tốt,A,O
21809,dụng,N,O
21809,tốt,A,O
21809,đời,N,O
21809,khen,V,O
21809,samsung,N,B-OBJ
21810,video,N,B-OBJ
21810,nhạy_cân,N,O
21810,trắng,A,O
21810,kiện,V,O
21810,phòng,N,O
21810,rõ_ràng,N,O
21810,iphone,N,B-OBJ
21810,tốt_dụng,N,O
21810,chút_đỉnh,V,O
21810,nét,N,O
21810,ảnh,N,B-OBJ
21810,zoom_dụng,V,O
21810,tuyệt_chốt,N,O
21810,iphone,N,B-OBJ
21810,tốt,A,O
21811,lẽ,N,O
21811,hào_hứng,N,O
21811,khát,V,O
21811,mặc,V,O
21811,iphone,N,B-OBJ
21811,bá_đạo,A,B-ADJ
21811,untra,N,O
21811,chút,L,O
21811,cảm_hứng,V,O
21811,iphone,N,B-OBJ
21811,mê,V,O
21812,âm,N,B-OBJ
21812,iphone_dụng,V,O
21812,chói,N,O
21812,iphone_âm,V,O
21812,tốt,A,O
21813,thương,V,O
21813,yo,N,O
21813,không,R,O
21814,vuốt,V,O
21814,màn_hình,N,B-OBJ
21814,khôngđặc,N,O
21814,biệt_tác,V,O
21814,kiểu,N,O
21814,gaming,N,O
21814,lướt_web,V,O
21814,android,V,O
21814,máy,N,O
21814,ưu_tiên,V,O
21814,nút,N,O
21814,home,N,O
21814,da_tác_vuốt,N,O
21814,dẫn,V,O
21814,trường_hợp,N,O
21814,vuốt_cảm,V,O
21814,ăntrên,N,O
21814,iphone,N,B-OBJ
21814,vuốt,V,O
21814,hoàn,N,O
21814,tốt,A,O
21814,cảm_giác,N,O
21814,android,A,O
21814,mượt,A,B-ADJ
21815,ios,N,O
21815,android,N,O
21815,hiếm,A,O
21815,ios,M,O
21816,đúng,A,O
21816,kênh,N,O
21816,chụp_ảnh,N,B-OBJ
21816,video,N,B-OBJ
21817,video,N,B-OBJ
21817,thiết,M,O
21818,âm,N,B-OBJ
21818,đúng,A,O
21818,máy,N,O
21818,vlog,M,O
21819,chứng_tỏ,N,O
21819,iphone,N,B-OBJ
21819,phim_lực,M,O
21820,ram,N,B-OBJ
21820,lag,M,O
21821,samsung,N,B-OBJ
21821,video,N,B-OBJ
21821,bá_đạo,A,B-ADJ
21821,đùa,V,O
21822,máy,N,O
21822,tay,N,O
21822,cập_nhật,N,O
21822,ổn_định,V,O
21822,ổn_định,N,O
21822,review,M,B-OBJ
21823,trải_nghiệm,N,O
21823,công,N,O
21823,tốt,A,O
21824,dụng,N,O
21824,sánh,M,O
21825,luan_hoi,N,O
21825,ten,V,O
21825,cua,N,O
21825,speakers,V,O
21825,tren,N,O
21825,viec,V,O
21825,duoc,N,O
21825,khong,M,B-OBJ
21826,sài,N,O
21826,mê,V,O
21827,review,N,O
21827,đen,A,O
21827,xanh,A,O
21828,viền,N,B-OBJ
21828,mỏng_dụng,V,O
21828,viền,N,B-OBJ
21828,dầy,N,B-OBJ
21828,iphone,N,B-OBJ
21829,dường,N,O
21829,samsung,N,B-OBJ
21829,bớt,V,O
21829,tính_năng_dụng,N,O
21829,cầnchờ,V,O
21829,rớt_giá,N,O
21829,hốt,V,O
21830,cellphones,N,B-ORG
21831,phân,N,O
21831,khuyến_mãi,N,O
21831,giá,N,B-OBJ
21831,iphone,N,B-OBJ
21831,giá,N,B-OBJ
21831,ngon,A,O
21831,không,R,O
21832,chim,N,O
21832,mồi,N,O
21832,không,R,O
21833,pin,N,B-OBJ
21833,sạc,N,B-OBJ
21834,samsung,N,B-OBJ
21834,redmi,V,O
21834,giá,N,B-OBJ
21834,pin,N,B-OBJ
21834,chút,L,O
21834,chip,N,B-OBJ
21834,chút,L,O
21834,cám_ơn,M,O
21835,dụng,N,O
21835,lazada_mã,V,O
21835,giá,N,B-OBJ
21836,dương_học,N,O
21836,kiến_thức dương,M,O
21837,ghét,V,O
21837,samsung,N,B-OBJ
21837,lỗi,N,O
21837,màn_hình,N,B-OBJ
21838,máy,N,O
21838,samsung,N,B-OBJ
21838,cầu,N,O
21838,lướt_web,V,O
21838,chụp_ảnh,N,B-OBJ
21839,hồi_thể,N,O
21839,săn,V,O
21839,bé,N,O
21839,giá,N,B-OBJ
21840,giá,N,B-OBJ
21841,giá,N,B-OBJ
21841,đập,V,O
21841,hộp,N,O
21841,ssvn,M,B-OBJ
21842,iphone,N,B-OBJ
21842,máy,N,O
21842,luot,V,O
21842,camera,N,B-OBJ
21842,ket,V,O
21842,zin,N,O
21842,hop,V,O
21842,ly,N,O
21843,đóng,N,B-OBJ
21843,mong,V,O
21843,tư_vấn,M,O
21844,aphon,N,O
21844,mác,N,O
21844,cộng,V,O
21844,hòa,N,O
21844,sec,M,B-OBJ
21845,bây,N,O
21845,iphone,N,B-OBJ
21845,ngon,A,O
21845,đứt,V,O
21846,dõi,N,O
21846,tư_vấn,V,O
21846,điện_thoại,N,B-OBJ
21846,đam_mê,N,O
21846,nghiện,V,O
21846,nhaa,N,O
21846,ctm,N,O
21846,sợ,V,O
21846,rép,V,O
21847,chào,V,O
21847,giửa,N,O
21847,iphone,N,B-OBJ
21847,prom,V,O
21847,iphone_mong,N,O
21847,tư_vấn,M,B-OBJ
21848,chào,V,O
21848,phân_iphone,N,O
21848,cố,V,O
21848,đáp_ứng,V,O
21848,cầu,N,O
21848,nhẹ,A,O
21848,phim,N,O
21849,giá,N,B-OBJ
21849,điện_thoại_thời,N,O
21849,tuyệt_hiện,V,O
21849,dương_cầu,N,O
21849,mxh_tựa,V,O
21849,trung_bình,N,O
21849,liên_quân,V,O
21849,play_mong,N,O
21849,tư_vấn,N,O
21849,chúc,V,O
21849,kênh,N,O
21849,phát_triển,M,B-OBJ
21850,chằng,M,O
21851,iphone,N,B-OBJ
21851,tiềnsamsung,N,O
21851,bớt,V,O
21852,tết,N,O
21852,cỡ,N,O
21852,máy,N,O
21852,chụp_ảnh,N,B-OBJ
21852,đẹp,A,O
21852,sim,N,B-OBJ
21852,thông_báo,V,O
21852,tốt,A,O
21852,pin,N,B-OBJ
21852,hiệu_năng,N,B-OBJ
21852,ổn,A,B-ADJ
21852,liên_quân,N,O
21852,nma,M,O
21853,hiện,N,O
21853,samsung,N,B-OBJ
21853,helio,N,O
21853,chip,N,B-OBJ
21853,tốt,A,O
21854,xiaomi,N,O
21854,ngon_cầu,V,O
21854,nhẹ,A,O
21854,lướt,N,O
21854,wed,V,O
21854,phim,N,O
21855,khéo,M,O
21856,cầu,N,O
21856,chụp_ảnh,N,B-OBJ
21856,kiểu,N,O
21856,máy,N,O
21856,chính,T,O
21856,lắp_sim,N,O
21856,gọi,N,B-OBJ
21856,liên_lạc,V,O
21856,máy,N,O
21856,giải_trí,N,O
21856,chụp_ảnh,N,B-OBJ
21856,tốt,A,O
21856,combo,V,O
21856,iphone,N,B-OBJ
21856,se,V,O
21856,máy,N,O
21856,chínhip,V,O
21856,ipad,V,O
21856,máy,N,O
21856,phụ,V,O
21856,chụp_ảnh,N,B-OBJ
21856,ipad,N,O
21856,trải_nghiệm,V,O
21856,tốt,A,O
21856,iphone,N,B-OBJ
21856,gọn,A,O
21856,đáp_ứng,N,O
21856,cầu,N,O
21856,cảm_ipad,V,O
21856,tuyệt,A,B-ADJ
21857,ngon,A,O
21857,ngu,M,O
21858,chỏng,N,O
21858,chơ,V,O
21858,dịch,V,O
21858,samsung,N,B-OBJ
21858,hạch,M,B-OBJ
21859,iphone,N,B-OBJ
21859,ưu_đãi,V,O
21859,ốp,N,B-OBJ
21859,dán,V,O
21859,iphone,N,B-OBJ
21859,sẵn,A,O
21859,hàng,N,B-OBJ
21860,rước,V,O
21860,chụp_ảnh,N,B-OBJ
21860,mb,V,O
21860,room,N,O
21860,nét,N,B-OBJ
21860,iphone,N,B-OBJ
21861,lướt,N,O
21861,facebook,N,B-ORG
21861,ig,N,O
21861,mxh,V,O
21861,appstore_khúc,N,O
21861,đọc,V,O
21861,bl,N,O
21861,khựng,N,O
21861,giật,V,O
21861,giật,V,O
21861,nâng,V,O
21861,ios,N,O
21861,cập_nhật,N,B-OBJ
21861,app,N,B-OBJ
21862,chụp,N,B-OBJ
21862,hình,N,B-OBJ
21862,đẹp,A,O
21863,hix,N,O
21863,cảm_giác,V,O
21863,nhôm,N,O
21863,đẹp,A,O
21864,ảnh,N,B-OBJ
21864,chụp,N,B-OBJ
21864,liên_chụp,N,O
21864,liên_mong,V,O
21864,giải_đáp,N,O
21864,giúp,V,O
21865,đeo,V,O
21865,niềng,N,O
21866,mong,V,O
21866,tư_vấn,N,O
21866,giúp,V,O
21866,điện_thoại,N,B-OBJ
21866,newseal,V,O
21866,điện_thoại,N,B-OBJ
21866,cũ,A,O
21866,tài_chính,V,O
21866,dư_dả,N,O
21866,đổ,V,O
21866,cấu_màn_hình,N,O
21866,ổn,A,B-ADJ
21866,xấu_tựa,N,O
21866,liên_quân,V,O
21866,pubg,N,O
21866,play,V,O
21866,mượt_giật,N,O
21866,lag,V,O
21866,chụp_ảnh_camera,N,O
21866,pin,N,B-OBJ
21866,ngoại_hình,N,O
21866,hiệu_năng,N,B-OBJ
21867,đợi,V,O
21867,iphone,N,B-OBJ
21867,tiêu_chuẩn,V,O
21867,pin_thể,N,O
21867,tháo,V,O
21867,rời,V,O
21867,mẫu,N,O
21867,điện_thoại,N,B-OBJ
21867,nokia,N,O
21867,samsung,N,B-OBJ
21868,camera,N,B-OBJ
21868,iphon,V,O
21868,khổi,N,O
21868,bàn,N,B-OBJ
21868,cải_đỉnh,M,B-OBJ
21869,teat,N,O
21869,thử,V,O
21869,zoom,V,O
21869,mặt,N,O
21869,trăng_ngon samsung_sung,A,O
21869,không,R,O
21870,chài,N,O
21871,sạc,N,B-OBJ
21871,đấm_bòi,M,O
21872,helli,N,O
21872,chồn,N,O
21872,liều,M,O
21873,thuật_toán,N,O
21873,xấu,A,O
21874,đẹp,A,O
21875,định,V,O
21875,ổn_định,N,O
21875,rớt,V,O
21875,vỡ,V,O
21875,không,R,O
21876,anhem_tv,N,O
21876,thông_tín,M,O
21877,lỗi,N,O
21877,nghèo,A,O
21878,samsung,N,B-OBJ
21878,number,M,O
21879,sánh,N,O
21879,pin,N,B-OBJ
21879,iphone,N,B-OBJ
21879,iphone,N,B-OBJ
21879,iphone,N,B-OBJ
21879,pin,N,B-OBJ
21879,iphone,N,B-OBJ
21880,giả,A,O
21880,trân_tắt,V,O
21880,video,N,B-OBJ
21881,tai,N,O
21881,bluetooth,N,O
21881,đỏ,N,B-OBJ
21881,triều,M,O
21882,camera,N,B-OBJ
21882,pixel,N,O
21882,tắt,V,O
21882,điện_trò,N,O
21882,trống_cổng,V,O
21882,sạc,N,B-OBJ
21882,bựa,M,B-OBJ
21883,viền,N,B-OBJ
21883,thép,N,O
21883,bóng_bẩy,V,O
21883,dòng,N,O
21883,dính,V,O
21883,phốt,M,O
21884,thiết_kế,N,B-OBJ
21885,cuồng,N,O
21885,iphones_khuyết,V,O
21885,quốc_tế,N,O
21885,bây báo_cáo,N,O
21885,tính,V,O
21885,nức_nẽ,N,O
21885,dể,V,O
21885,iphone,N,B-OBJ
21885,kìa,P,O
21886,thiết_kế,N,B-OBJ
21887,hóng,N,O
21887,hải_triều,N,O
21887,iphone,N,B-OBJ
21888,chạy,V,O
21888,thời_đại,M,O
21889,du_mượn,N,O
21889,sài,M,O
21890,trải_nghiệm,N,O
21890,pin,N,B-OBJ
21890,iphone,N,B-OBJ
21891,titan,N,B-OBJ
21891,titan,N,B-OBJ
21891,mm,N,O
21891,titan,N,B-OBJ
21891,nhôm,N,O
21891,vứt,M,B-OBJ
21892,quý,N,O
21892,báu,V,O
21892,máy,N,O
